id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
ACMT21531-1_10879,"MT21531-1 TABLE LAMP","Aluminium Fabric",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/2.jpg,https://staging.alhuzaifa.slz.io/shop/mt21531-1-table-lamp/,"ACCESSORIES, LIGHTINGS","Al Huzaifa Furniture UAE",830AED,in stock,ACMT21531-1_10879,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10879,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,620AED,new,published,,
ACMT21531-1_11200,"MT21531-1 الجدول مصباح","نسيج الألمنيوم",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/2.jpg,https://staging.alhuzaifa.slz.io/shop/mt21531-1-table-lamp/,"LIGHTINGS, ACCESSORIES","Al Huzaifa Furniture UAE",830AED,in stock,ACMT21531-1_11200,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11200,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,620AED,new,staging,,
ACMT20520-2-250T_10870,"MT20520-2-250T TABLE LAMP","Brass",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/4.jpg,https://staging.alhuzaifa.slz.io/shop/mt20520-2-250t-table-lamp/,"ACCESSORIES, LIGHTINGS","Al Huzaifa Furniture UAE",4385AED,in stock,ACMT20520-2-250T_10870,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10870,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3285AED,new,published,,
ACMT20520-2-250T_11204,"مصباح طاولة MT20520-2-250T","نحاس",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/4.jpg,https://staging.alhuzaifa.slz.io/shop/mt20520-2-250t-table-lamp/,"LIGHTINGS, ACCESSORIES","Al Huzaifa Furniture UAE",4385AED,in stock,ACMT20520-2-250T_11204,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11204,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3285AED,new,staging,,
ACMT10973-1-350_10878,"MT10973-1-250 TABLE LAMP","size: LARGE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/5.jpg,https://staging.alhuzaifa.slz.io/shop/mt10973-1-250-table-lamp/?attribute_pa_size=large,"ACCESSORIES, LIGHTINGS","Al Huzaifa Furniture UAE",2230AED,in stock,ACMT10973-1-250_10869,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10869&variation_id=10878&attribute_pa_size=large,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/6.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1670AED,new,published,,"size:SMALL/LARGE:LARGE"
ACMT10973-1-350_11213,"MT10973-1-250 الجدول","size: LARGE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/5.jpg,https://staging.alhuzaifa.slz.io/shop/mt10973-1-250-table-lamp/?attribute_pa_size=large,"LIGHTINGS, ACCESSORIES","Al Huzaifa Furniture UAE",2230AED,in stock,ACMT10973-1-250_11210,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11210&variation_id=11213&attribute_pa_size=large,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/6.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1670AED,new,staging,,"size:small/large:LARGE"
ACMT10973-1-250_10877,"MT10973-1-250 TABLE LAMP","size: SMALL",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/6.jpg,https://staging.alhuzaifa.slz.io/shop/mt10973-1-250-table-lamp/?attribute_pa_size=small,"ACCESSORIES, LIGHTINGS","Al Huzaifa Furniture UAE",1510AED,in stock,ACMT10973-1-250_10869,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10869&variation_id=10877&attribute_pa_size=small,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1130AED,new,published,default,"size:SMALL/LARGE:SMALL"
ACMT10973-1-250_11212,"MT10973-1-250 الجدول","size: SMALL",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/6.jpg,https://staging.alhuzaifa.slz.io/shop/mt10973-1-250-table-lamp/?attribute_pa_size=small,"LIGHTINGS, ACCESSORIES","Al Huzaifa Furniture UAE",1510AED,in stock,ACMT10973-1-250_11210,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11210&variation_id=11212&attribute_pa_size=small,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1130AED,new,staging,,"size:small/large:SMALL"
ACMD10919-13-2400T_10841,"MD10919-13-2400T PENDANT LAMP","Brass + Glass",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/14.jpg,https://staging.alhuzaifa.slz.io/shop/md10919-13-2400t-pendant-lamp/,"ACCESSORIES, LIGHTINGS","Al Huzaifa Furniture UAE",7040AED,in stock,ACMD10919-13-2400T_10841,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10841,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5280AED,new,published,,
ACMB60192-7-1075_10840,"MB60192-7-1075 WALL LAMP","Brass",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/15.jpg,https://staging.alhuzaifa.slz.io/shop/mb60192-7-1075-wall-lamp/,"ACCESSORIES, LIGHTINGS","Al Huzaifa Furniture UAE",8990AED,in stock,ACMB60192-7-1075_10840,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10840,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,6740AED,new,published,,
ACMB60192-7-1075_11215,"مصباح الجدار MB60192-7-1075","نحاس",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/15.jpg,https://staging.alhuzaifa.slz.io/shop/mb60192-7-1075-wall-lamp/,"LIGHTINGS, ACCESSORIES","Al Huzaifa Furniture UAE",8990AED,in stock,ACMB60192-7-1075_11215,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11215,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,6740AED,new,staging,,
ACMB60192-1-250_10839,"MB60192-1-250 WALL LAMP","Brass",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/16.jpg,https://staging.alhuzaifa.slz.io/shop/mb60192-1-250-wall-lamp/,"ACCESSORIES, LIGHTINGS","Al Huzaifa Furniture UAE",1285AED,in stock,ACMB60192-1-250_10839,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10839,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,965AED,new,published,,
MB10919-2-480T_10838,"MB10919-2-480T WALL LAMP","Brass + Glass",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/09/17.jpg,https://staging.alhuzaifa.slz.io/shop/mb10919-2-480t-wall-lamp/,"ACCESSORIES, LIGHTINGS","Al Huzaifa Furniture UAE",1305AED,in stock,MB10919-2-480T_10838,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10838,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,980AED,new,published,,
wc_post_id_10762,"MARGARET CHAIR","color: Rose Gold",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/pic5.jpg,https://staging.alhuzaifa.slz.io/shop/margaret/?attribute_pa_color=rose-gold,"LIVING, OCCASIONAL CHAIRS","Al Huzaifa Furniture UAE",3950AED,in stock,wc_post_id_5288,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=5288&variation_id=10762&attribute_pa_color=rose-gold,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/pic6.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2960AED,new,published,,"color:antique silver/Rose Gold:Rose Gold"
wc_post_id_12217,"كرسي مارغريت","color: Rose Gold",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/pic5.jpg,https://staging.alhuzaifa.slz.io/shop/margaret/?attribute_pa_color=rose-gold,"LIVING, OCCASIONAL CHAIRS","Al Huzaifa Furniture UAE",3950AED,in stock,wc_post_id_12210,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=12210&variation_id=12217&attribute_pa_color=rose-gold,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/pic6.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2960AED,new,staging,,"color:antique-silver/rose-gold:Rose Gold"
SSMARGARET-ANTSIL_10761,"MARGARET CHAIR","color: antique silver",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/pic6.jpg,https://staging.alhuzaifa.slz.io/shop/margaret/?attribute_pa_color=antique-silver,"LIVING, OCCASIONAL CHAIRS","Al Huzaifa Furniture UAE",3950AED,in stock,wc_post_id_5288,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=5288&variation_id=10761&attribute_pa_color=antique-silver,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2960AED,new,published,default,"color:antique silver/Rose Gold:antique silver"
SSMARGARET-ANTSIL_12216,"كرسي مارغريت","color: antique silver",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/pic6.jpg,https://staging.alhuzaifa.slz.io/shop/margaret/?attribute_pa_color=antique-silver,"LIVING, OCCASIONAL CHAIRS","Al Huzaifa Furniture UAE",3950AED,in stock,wc_post_id_12210,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=12210&variation_id=12216&attribute_pa_color=antique-silver,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2960AED,new,staging,,"color:antique-silver/rose-gold:antique silver"
MISTVR19011-1111_10666,"Jersey Tv Unit","Accented by cool, creamy veneer and brushed bronze detail, the Jersey TV Unit boasts a unique contrast of intricate nuances and bold minimalism. Elegantly proportioned with a barely-there silhouette, this piece is fabulously extravagant in its sculptural simplicity.",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/46.jpg,https://staging.alhuzaifa.slz.io/shop/jersey-tv-unit/,"LIVING, TV UNITS","Al Huzaifa Furniture UAE",5630AED,in stock,MISTVR19011-1111_10666,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10666,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/51.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/48.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/49.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/50.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,4220AED,new,published,,
MISTVR19011-1111_11592,"طاولة مطبخ جيرسي","تتألق طاولة التلفاز تجيرسي بتصميم بسيط ومذهل في آن معاً. اللون الكريمي الأنيق مع التفاصيل البرونزية تتباين بكل روعة، ومع مساحة تخزين مقسمة بفواصل دقيقة وناعمة تكتمل روعة الطاولة المميزة.",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/46.jpg,https://staging.alhuzaifa.slz.io/shop/jersey-tv-unit/,"LIVING, TV UNITS","Al Huzaifa Furniture UAE",5630AED,in stock,MISTVR19011-1111_11592,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11592,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/51.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/48.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/49.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/50.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,4220AED,new,staging,,
MISTV19005_10667,"Cataleya Tv Stand","DELIVERY BY 5TH OCTOBER 
Luxurious lines, a softly curved silhouette and gorgeous scallop accents, the Cataleya TV Stand truly captures the essence of luxury living. Its sweeping diorama of grain topped with an expansive veined marble top is unequivocally suave, enhancing the definition and distinction of any home.",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/52.jpg,https://staging.alhuzaifa.slz.io/shop/cataleya-tv-stand/,"LIVING, TV UNITS","Al Huzaifa Furniture UAE",9900AED,in stock,MISTV19005_10667,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10667,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/55.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/54.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/56.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/53.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,7425AED,new,published,,
MISTV19005_11404,"حامل تلفزيون كاتاليا","التسليم في 5 أكتوبر 
خطوط فاخرة ، صورة ظلية منحنية بنعومة ولمسات متعرجة رائعة ، يجسد حامل تلفزيون Cataleya حقًا جوهر الحياة الفاخرة. إن الديوراما الكاسحة من الحبوب المغطاة بسطح رخامي معرق ممتد رقيق بشكل لا لبس فيه ، مما يعزز التعريف والتمييز لأي منزل. 
 ",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/52.jpg,https://staging.alhuzaifa.slz.io/shop/cataleya-tv-stand/,"LIVING, TV UNITS","Al Huzaifa Furniture UAE",9900AED,in stock,MISTV19005_11404,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11404,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/55.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/54.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/56.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/53.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,7425AED,new,staging,,
wc_post_id_10640,"Renee Chair","frame in pine wood + plywood. 
fully upholstered in fabric. 
swivel system base in 304# stainless steel in brushed gold",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/ReneePink1.jpg,https://staging.alhuzaifa.slz.io/shop/renee-2/,"LIVING, OCCASIONAL CHAIRS","Al Huzaifa Furniture UAE",2650AED,in stock,wc_post_id_10640,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10640,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/ReneePink2.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/ReneePink3-1.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1985AED,new,published,,
MIS-BT19309A_10600,"Cruz bar table","brass+gold",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/43.jpg,https://staging.alhuzaifa.slz.io/shop/cruz-bar-table/,"BAR UNITS, LIVING","Al Huzaifa Furniture UAE",4035AED,in stock,MIS-BT19309A_10600,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10600,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/45.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/44.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3025AED,new,published,,
MIS-BT19309A_11604,"طاولة البار كروز","نحاس+ذهب",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/43.jpg,https://staging.alhuzaifa.slz.io/shop/cruz-bar-table/,"LIVING, BAR UNITS","Al Huzaifa Furniture UAE",4035AED,in stock,MIS-BT19309A_11604,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11604,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/45.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/44.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3025AED,new,staging,,
DINTP3206BUF_10567,"IRINA BUFFET","The Top Board, Side Board, Door Board Are All Made Of Plywood With Oak Veneer; 
Inside Board Is Natural Oak Solid Wood; 
The Metal Handle And Leg Is 304# Grade Stainless Steel With Copper Plating.",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/08/irina.jpg,https://staging.alhuzaifa.slz.io/shop/irina-buffet/,"DINING, SIDE BOARD","Al Huzaifa Furniture UAE",10760AED,in stock,DINTP3206BUF_10567,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=10567,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/1-3.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/4-2.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/5-3.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/6-3.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,8070AED,new,published,,
